country,city,publishedAtDate,stars,text,language,store,service,product,return,brand,price,online,general
Italy,Castel Romano,3/11/2018,5,"Ottimo store , degno del brand che identifica,  staff cordialissimo e professionale! 10 e lode",it,Positive,Positive,,,Positive,,,
Italy,Castel Romano,2/11/2018,4,Ugo boss ottimi prodotti poche  varietà  ma tutto al massimo livello,it,,,Positive,,Positive,,,
Italy,Castel Romano,2/10/2018,5,Personnel accueillant. Bon prix,fr,,Positive,,,,Positive,,
Italy,Castel Romano,5/9/2018,4,Prezzi piuttosto alti e saldi non sempre su tutto.,it,,,,,,Negative,,
Italy,Castel Romano,2/9/2018,5,Good prices,en,,,,,,Positive,,
Italy,Castel Romano,17-08-2018,5,Ho preso uno smoking che è la fine del mondo!!,it,,,,,,,,
Italy,Castel Romano,8/8/2018,5,make the difference,en,,,,,Positive,,,
Italy,Castel Romano,5/8/2018,5,Prezzo giusto,it,,,,,,Positive,,
Italy,Castel Romano,19-07-2018,5,"Elegante, ben fornito, personale cortese e professionale, trovi tutto quello che ti serve a prezzi outlet",it,Positive,Positive,,,,Positive,,
Italy,Castel Romano,30-06-2018,4,Molto fornito e personale qualificato,it,Positive,Positive,,,,,,
Italy,Castel Romano,17-06-2018,4,"Bel negozio, ambiente di classe, buone occasioni.",it,Positive,,,,,Positive,,
Italy,Castel Romano,12/6/2018,3,Buona la qualità dei capi di abbigliamento ma prezzi decisamente elevati. Dipendenti estremamente cortesi e simpatici.,it,,Positive,Positive,,,Negative,,
Italy,Castel Romano,26-05-2018,5,"Negozio molto ampio, con ottima scelta di prodotti. Il personale è altamente professionale, attento a suggerire il meglio al cliente e pronti a qualsiasi richiesta.",it,Positive,Positive,Positive,,,,,
Italy,Castel Romano,3/5/2018,5,Disponibilità professionalità prezzi vantagiosi,it,,Positive,,,,Positive,,
Italy,Castel Romano,26-04-2018,5,Ottimo negozio ottimi prezzi,it,Positive,,,,,Positive,,
Italy,Castel Romano,24-11-2017,1,"Entro nel negozio per acquistare un cappotto, lo trovo e chiedo di mettertelo da parte per massimo 30 minuti per poterci pensare, ed il commesso me lo assicura dicendomi che non ci sarebbe stato nessun problema, ritorno dopo una ventina di minuti per acquistarlo e l'avevano venduto, credo che questo non sia affatto un comportamento corretto, non per via della vendita che in se è giustissima ma avrei preferito mi avesse detto di no. Non ci tornerei.",it,,Negative,,,,,,
Italy,Castel Romano,1/10/2017,4,Buoni capi,it,,,Positive,,,,,
Italy,Castel Romano,25-05-2017,4,Tagli essenziali e tanta qualità,it,,,Positive,,,,,
Italy,Castel Romano,19-02-2017,5,Il meglio,it,,,,,Positive,,,
Netherlands,Haarlem,5/18/2024,5,Mooie jeans en overhemd gekocht. Geweldige service! Enorm prettig geholpen. Wat een prachtige winkel en wat een super team aan medewerkers! Graag tot volgende keer!,nl,Positive,Positive,,,,,,
Netherlands,Haarlem,4/17/2024,5,"Came into this store while strolling on a business trip and, thanks to expert advice, left with a top suit. Exchange and handover service outside opening hours included. Many thanks to BOSS consultant Ivar!",en,,Positive,,,,,,
Netherlands,Haarlem,12/8/2023,5,"Heel mooi pak gekocht voor de bruiloft van m’n vrienden, keurig geholpen en netjes op maat gemaakt , dankjewel",nl,,Positive,Positive,,,,,
Netherlands,Haarlem,11/20/2023,5,"Fijn geholpen, thanks!",nl,,Positive,,,,,,
Netherlands,Haarlem,9/18/2023,5,Prachtige winkel en goede service. Kwam voor een cadeau voor mijn man en meteen goed en vakkundig geholpen.,nl,Positive,Positive,,,,,,
Netherlands,Haarlem,9/17/2023,5,"Een geweldige eigentijdse mooie zaak.  Mijn man is naar volle tevredenheid geslaagd. Heel punctueel geholpen, een zitje voor de wachtende dames met een een lekkere kop koffie. Top!",nl,Positive,Positive,,,Positive,,,
Netherlands,Leidschendam,4/21/2024,5,Clean and neat store and friendly staff! She (a Russian lady) helped us very nice to find what my husband wanted!,en,Positive,Positive,,,,,,
Netherlands,Leidschendam,11/6/2023,3,"Voor niets gegaan pas 11 uur open, niet tien uur zoals hier staat.",nl,Negative,,,,,,,
Netherlands,Leidschendam,9/8/2023,1,"Vreselijk personeel. Klanten duperen om wat te kopen en als je niks koopt dan behandelen ze je als slaaf.
Op deze manier koopt niemand iets dus ik wil ze aanraden om direct te stoppen met dat gedrag! Echt asso.",nl,,Negative,,,,,,
Netherlands,Leidschendam,4/5/2023,4,You can find pleasantly surprising prices. A great place to visit with always an excellent service.,en,,Positive,,,,Positive,,
Netherlands,Leidschendam,1/19/2023,3,Mooi producten beetje rommelig,nl,Negative,,Positive,,,,,
Netherlands,Leidschendam,1/10/2023,5,"We did a small shopping here, nice shop.!",en,Positive,,,,,,,
Netherlands,Leidschendam,12/8/2022,4,"Mooie nette winkel. Mooie kleding. Paar keer geweest. In die paar keer ervsren dat het personeel staat in een groepje te kletsen of ze staren je aan en zeggen niets. Dat vond ik beide niet zo fijn. Dus 1 ster minder door dit. Zeg gewoon goedemorgen/middag/avond en kijk of vraag of iemand hulp nodig heeft, lach eens vrirndelijk. Meer hoef je niet te doen. Zonde van die 5e ster.",nl,Positive,Negative,Positive,,,,,
Netherlands,Leidschendam,11/18/2022,1,"My husband went in without me and I was standing on the outside looking in, That's when I saw the employees laughing at him like he didn't belong there. I went in and told my husband let's go and told him they don't want our money here. All we got from them was a smirk. They definitely need to have some kind of training on how to treat customers, especially the paying ones.👎",en,,Negative,,,,,,
Netherlands,Leidschendam,11/4/2022,1,Opdringerig winkel personeel. Werd mij eerst op een rare manier aangedrongen om een kledingsstuk te passen waarbij ik even stond te kijken. Even later werd mij allerlei acties opgedrongen waarvoor ze mijn gegevens wilden hebben. En dat terwijl ik niet eens wat wilde afrekenen. Niet wat je verwacht bij een dergelijke winkel. Ik kom er niet meer.,nl,Negative,Negative,,,,,,
Netherlands,Leidschendam,9/18/2022,5,Fijne winkel en altijd je juiste maat. En de nieuwste mode op voorraad.,nl,Positive,,Positive,,,,,
Netherlands,Leidschendam,6/24/2022,4,Love Hugo Boss Clothing 👍🏿,en,,,Positive,,,,,Positive
Netherlands,Leidschendam,6/13/2022,1,De dame in de winkel was te druk bezig met zichzelf en het ontvangen van een tas van een collega waardoor er totaal geen oog was voor ons. Wij waren op zoek naar flink wat items. Maarom zo genegeerd te worden is niet ok en daarom zijn we dan ook maar weggegaan.,nl,,Negative,,,,,,
Netherlands,Leidschendam,6/10/2022,5,Goede winkel,af,Positive,,,,,,,
Netherlands,Leidschendam,6/1/2022,3,"Mooie winkel, maar waarom is het tegenwoordig niet meer mogelijk om Nederlands te praten in je eigen land? Als ik in Engeland ben dan praat ik engels, en als ik ik Nederland ben dan praat ik Nederlands. Zelfs de bon die ik kreeg was in het engels.",nl,Positive,Negative,,,,,,
Netherlands,Leidschendam,4/23/2022,1,"Een ervaring Hugo Boss onwaardig. Je komt voor pak de winkel in, en wordt behandeld alsof je de schoonmaker bent. Bovendien had de verkoper deze zaterdagochtend geen enkel idee wat een lengtemaat is en leek het hem allemaal helemaal niets te interesseren.

Daarnaast staat op Google dat ze om 09:00 open zijn, terwijl ze pas om 10:00 open gaan.",nl,Negative,Negative,,,,,,
Netherlands,Leidschendam,10/23/2021,5,Vriendelijke Service en mooie collectie. 🙂,nl,,Positive,Positive,,,,,
Netherlands,Leidschendam,9/18/2021,4,Goede service enthousiaste jongeman,nl,,Positive,,,,,,
Netherlands,Leidschendam,3/24/2021,5,Mooie WI kel,af,Positive,,,,,,,
Netherlands,Roermond,12/10/2023,5,Sehr edel dort eizukaufen. Die Mitarbeiter sind sehr freundlich und beraten sehr ausführlich. Man bekommt die gelegenheit auch alleine mal zuschauen und zu überlegen man fühlt sich nicht dauernd beobachtet oder es drängt keiner zum Kaufen. Einen besonderen Dank an die liebe Mitarbeitern von Heute die mich mit meiner Familie super empfangen und sehr gut beraten haben.,de,,Positive,,,,,,
Netherlands,Roermond,11/24/2023,5,"Ein schöner Laden mit viele schönen Produkten für guten Preis….👍
….das Personal ist sehr freundlich, hilfsbereit und kompetent…👍
Einen zusätzlichen Dank an Kamil und Fatma die ihre Arbeit mit Leidenschaft praktizieren
Kann es nur weiterempfehlen
Top Laden

👍👍👍",de,Positive,Positive,Positive,,,Positive,,
Netherlands,Roermond,8/2/2023,5,"Classic, timeless designs
High quality materials
Wide range of products

Overall, Hugo is a good choice for people who are looking for high-quality, classic clothing and accessories. The company's products are a bit expensive, but they are made with high-quality materials and are built to last.",en,,,Positive,,Positive,Neutral,,
Netherlands,Roermond,7/30/2023,4,Kaum Gute Reduzierung,de,,,,,,Negative,,
Netherlands,Roermond,6/9/2023,5,Megafreundlich,de,,Positive,,,,,,
Netherlands,Roermond,5/18/2023,5,"Nice shop, the employee (Fatima)was very nice and helpful ! 😊",en,Positive,Positive,,,,,,
Netherlands,Utrecht,10/21/2023,5,#NiceShop. #breedassortiment #LieveVerkoopster TLOWK,nl,Positive,Positive,Positive,,,,,
Netherlands,Utrecht,7/9/2023,5,"Любимый магазин моего мужчины ❤️😍
Обожаю покупать ему подарки 🎁
Ваш бренд это создание чего-то лучшего",ru,Positive,,,,Positive,,,
Netherlands,Utrecht,12/6/2021,5,5 звёзд за обслуживание!,ru,Positive,,,,,,,
Netherlands,Utrecht,12/2/2021,5,"Winkelen is iets waar ik niet te veel geduld voor heb komt veel voor bij mannen die onderneemt zijn en weinig tijd hebben.
Van de week ben ik bij de bijenkorf binnen gelopen om broeken te kopen
Bij Hugo boss ben ik gelijk goed geholpen en voelde me op me gemak ondanks de volume die ze hadden ter plaatse toch met 2 mooie broeken tevreden weg gegaan
Goede service en leuk personeel
Tot de volgen de keer 🥂",nl,,Positive,,,,,,
Netherlands,Utrecht,9/18/2021,5,De hugo boss x nba collectie is harstikke gaaf,nl,,,Positive,,,,,
Netherlands,Utrecht,7/16/2020,5,"Nette winkel en goede service.
Duur maar waar voor je geld.",nl,Positive,Positive,,,,Negative,,
Netherlands,Utrecht,1/7/2020,4,Vriendelijke klantbediening,nl,,Positive,,,,,,
Netherlands,Roosendaal,5/21/2024,5,Uitstekend geholpen.,nl,,Positive,,,,,,
Netherlands,Roosendaal,3/17/2024,5,Oude meuk,nl,,,Negative,,,,,
Netherlands,Roosendaal,2/9/2024,4,"Good
Indoor temperature is high, not the most plesant while trying clothes (feedback of my partner)",en,Negative,,,,,,,Positive
Netherlands,Roosendaal,11/1/2023,4,Mooie  collectie!,fr,,,Positive,,,,,
Netherlands,Roosendaal,10/21/2023,5,Este ok pentru mine!,ro,,,,,,,,Positive
Netherlands,Roosendaal,10/16/2023,5,"Perfect, leuke shop en altijd wel iets te scoren.",nl,Positive,,,,,,,Positive
Netherlands,Roosendaal,8/4/2023,5,Top service van de medewerkers ben superblij met me kostuum,nl,,Positive,Positive,,,,,
Netherlands,Roosendaal,8/3/2023,4,Cheaper than the official shop.,en,,,,,,Positive,,
Netherlands,Roosendaal,8/3/2023,5,Mijn merk,nl,,,,,Positive,,,
Netherlands,Roosendaal,7/28/2023,5,Mooie zaak. Vriendelijk personeel. Wij komen er graag!,nl,Positive,Positive,,,,,,
Netherlands,Roosendaal,7/6/2023,4,Het kwaliteit blijft niet altijd  hetzelfde. Heel jammer,nl,,,Negative,,,,,
Netherlands,Roosendaal,6/24/2023,5,Altijd goed,nl,,,,,,,,Positive
Netherlands,Roosendaal,6/19/2023,5,Super mjesto za kupovinu i šetnju,hr,Positive,,,,,,,
Netherlands,Roosendaal,6/4/2023,4,mooie kleding maar niet echt outlet prijzen. personeel is vriendelijk maar bezig op de telefoon.,nl,,Neutral,Positive,,,Negative,,
Netherlands,Roosendaal,6/2/2023,5,"Veel  gevarieerde keuze aan herenkleding.  Super vriendelijke
medewerkers. Zeer mooie overzichtelijk  winkel  TOP !!!",nl,Positive,Positive,Positive,,,,,
Netherlands,Roosendaal,5/29/2023,5,Super,id,,,,,,,,Positive
Netherlands,Roosendaal,5/20/2023,4,Altijd wel wat leuks te vinden,nl,,,Positive,,,,,
Netherlands,Roosendaal,2/3/2023,5,"Heel vriendelijk personeel , mooie winkel en ruime keuze.",nl,Positive,Positive,Positive,,,,,
Netherlands,Roosendaal,11/26/2022,1,"Zeer onvriendelijk personeel
Sta met bijna 600 aan kleding in mijn handen
En dan 2x word ik aan gesproken dat het bijna 20:00 Is Terweil het 19:45 was
Ik heb alle kleren op een tafel neer gegooid en ben naar buiten gegaan ik kom hier nooit meer
20 uur is 20 uur dan help je de klanten tot 20:00

Maar dat is toch kassen verlies neem ik aan nee kom er nooit meer",nl,,Negative,,,,,,
Netherlands,Roosendaal,7/23/2022,2,"Op bijna alle kledingrekken stond ""SALE 30%"". Enkele polo's gekocht, bij nazicht koopbon geen korting terug te vinden. Telefonisch contact opgenomen maar werden onvriendelijk afgeschept..... denk dat men zo veel klanten heeft bedrogen!",nl,,Negative,,,,,,
Netherlands,Roosendaal,6/28/2022,4,Jammer dat er de grotere maten beperkte keuze is . Verder mooie spullen en verzorgde winkel .,nl,Positive,,Neutral,,,,,
Netherlands,Roosendaal,4/9/2022,4,Nice outlet store,en,Positive,,,,,,,
Netherlands,Roosendaal,2/26/2022,1,"Beoordeling betreft de tijdelijke shop voor uitverkoop, dus niet de reguliere shop.  Dit pand kunnen ze beter sluiten!  Bijzonder onvriendelijk, tot het onbeschofte af!  Helemaal niet behulpzaam of geïnteresseerd.  En dit Hugo Boss….",nl,Negative,Negative,,,Negative,,,
Netherlands,Roosendaal,2/6/2022,5,Super,id,,,,,,,,Positive
Netherlands,Roosendaal,12/18/2021,2,"J’ai acheté chez vous des vêtements, sur les présentoirs il était bien marqué 50% de réduction mais malheureusement une fois en caisse je n’ai pas eu les réductions affichées.",fr,,,,,,Negative,,
Netherlands,Roosendaal,6/30/2021,2,Mwa....we moesten erg lang wachten voordat we überhaupt naar binnen mochten. Vond de keuze beperkt.,nl,Negative,Negative,Negative,,,,,
Netherlands,Roosendaal,1/7/2021,4,"Mooie kleding, veel keus. Alleen jammer dat de shop net iets te klein is waardoor het altijd druk oogt.",nl,Negative,,Positive,,,,,
Netherlands,Roosendaal,11/30/2020,4,Zeer behulpzaam personeel en nette kledingszaak.,nl,,Positive,Positive,,,,,
Netherlands,Roosendaal,10/25/2020,4,Muy buena atención . Hay ofertas muy buenas,es,,Positive,,,,Positive,,
Netherlands,Roosendaal,10/20/2020,5,Goede service en vriendelijk personeel. Bedankt voor je tijd en moeite Mo!,nl,,Positive,,,,,,
Netherlands,Roosendaal,10/17/2020,5,Zeer goed en vriendelijk geholpen,nl,,Positive,,,,,,
Netherlands,Roosendaal,10/4/2020,5,Very friendly staff,da,,Positive,,,,,,
Netherlands,Roosendaal,8/15/2020,2,"Beetje een aparte winkel. Bij binnenkomst wordt gevraagd je handen te desinfecteren, maar verder houden ze geen afstand en nemen ze geen regels in acht, beetje krom.

Ook merkten we dat, toen we de aankoop gedaan hadden en terug kwamen voor te stomen, we heel gehaast en onpersoonlijk geholpen werden. Tevens moesten we echt achter bewijs van afgiften aanlopen.
Zo van 'je hebt al wat gekocht dus je bent niet meer belangrijk'.

We zullen geen nieuwe aankoop meer doen in deze winkel.",nl,Negative,Negative,,,,,,
Netherlands,Roosendaal,6/26/2020,5,Fantastisch geholpen,de,,,,,,,,Positive
Netherlands,Roosendaal,6/19/2020,2,Deze winkel doet het merk Hugo Boss geen recht. Met name de vrouwelijke manager van deze winkel heeft nog veel te leren als het om klantvriendelijkheid gaat. Ook after sales service verre van goed.,nl,Negative,Negative,,,,,,
Netherlands,Roosendaal,6/13/2020,5,Super service,en,,Positive,,,,,,
Netherlands,Roosendaal,3/11/2020,4,Mooie winkel,af,Positive,,,,,,,
Netherlands,Roosendaal,2/24/2020,3,"Mooie spullen, goeie prijzen. Maar helaas niets in mijn maat.",nl,,,Neutral,,,Positive,,
Netherlands,Roosendaal,2/20/2020,4,Good,so,,,,,,,,Positive
Netherlands,Roosendaal,11/30/2019,4,"Prettige zaak, helaas was het iets te druk om er de volle aandacht te krijgen",nl,Neutral,Negative,,,,,,
Netherlands,Roosendaal,10/14/2019,3,Na verhuizing is assortiment minder,de,,,Negative,,,,,
Netherlands,Roosendaal,10/13/2019,5,😁,,,,,,,,,Positive
Netherlands,Roosendaal,10/13/2019,1,Het personeel en de manager incluis zijn te beroerd om een kledingstuk met de juiste maat van de paspop te halen. Verder zeer ongeïnteresseerd en lamlendig.,nl,,Negative,,,,,,
Netherlands,Roosendaal,8/13/2019,5,Nice place 🙂,ro,,,,,,,,Positive
Netherlands,Roosendaal,8/7/2019,5,Top service maar dat mag wel voor de gemaakte kosten.,nl,,Positive,,,,,,
Netherlands,Roosendaal,7/13/2019,5,Dure patta's,it,,,,,,Negative,,
Netherlands,Roosendaal,6/26/2019,5,Zeer vriendelijk personeel.goede kwaliteit en scherpe prijzen,nl,,Positive,Positive,,,Positive,,
Netherlands,Roosendaal,4/9/2019,5,Mooie maatpakken schoenen hemden dassen enz....,nl,,,Positive,,,,,
Netherlands,Roosendaal,4/3/2019,4,Mooie winkel waar je Hugo Boss kleding voor sterk verminderde prijzen kan kopen,nl,Positive,,,,,Positive,,
Netherlands,Roosendaal,3/29/2019,2,Goede prijzen. Jammer van de gebrekkige service.,nl,,Negative,,,,Positive,,
Netherlands,Roosendaal,3/24/2019,5,Goede service en erg voorkomend personeel,nl,,Positive,,,,,,
Netherlands,Eindhoven,6/22/2024,2,"Rare vibe. Bij binnenkomst word je van top tot teen bekeken en vind er geen interactie plaats. Als je dan bij de dure pakken aan het kijken bent, word je genegeerd. Kreeg niet het gevoel dat ze me graag wouden helpen of me überhaupt in de winkel wouden hebben.

Ik heb al twee keer eerder pakken gekocht met goede service, maar dit heb ik nog nooit meegemaakt, jammer.",nl,,Negative,,,,,,
Netherlands,Eindhoven,5/18/2024,1,"Pani skośno oka próbowała mnie dzisiaj oszukać , szukałem czarnego swetra rozmiar L , wtedy ona poszła na zaplecze i na XL założyła metkę L , nie wiedziała że już kiedyś kupiłem ten sam sweter w rozmiarze L i wiedziałem doskonale jak leży , wstyd oszukiwać stałych klientów , już nigdy wiecej .",pl,,Negative,,,,,,
Netherlands,Eindhoven,11/18/2023,5,"Super helpful staff !
Very costumer friendly 😊",en,,Positive,,,,,,
Netherlands,Eindhoven,11/16/2023,4,"Zeer mooie grote winkel met ruime voorraad. Ik heb hier onlangs twee pantalons en een jas gekocht waar ik zeer tevreden mee ben. Enige twee minpunten zijn onder anderen hun ‘made to measure’ service. Op de site staat dat je per gekocht artikel een complementaire kleine aanpassing kunt laten doen. Ik heb hier twee broeken gekocht waarbij ik aan beide lichte aanpassen wilde laten doen (met name een lichte taper). Echter bleek uiteindelijk dat ik hier alsnog 40 euro voor kon aftikken. Toen ik aangaf dat het op hun site anders staat beschreven kreeg ik hier een ietwat vaag antwoord op en als reden dat dit niet klopte en dat ik hier maar over terug moest komen als de manager aanwezig was. Niet een antwoord wat je verwacht te horen als je net voor €900 aan kleding hebt uitgegeven in deze winkel. Daarnaast staat het op hun site ook aangegeven dat ‘hun’ kleding experts de aanpassingen zullen verrichten. Helaas is dit simpelweg misleidend, aangezien de aanpassingen gewoon door een lokale naaizaak om de hoek worden verricht in plaats van hunzelf, hierdoor ben ik tot twee keer terug moeten komen omdat de naden van een aangepaste broek na 1 keer dragen al loslieten en te los waren gezet. Op deze minpunten na wel zeer tevreden met de kleding zelf.",nl,Positive,Negative,Positive,,,,,
Netherlands,Eindhoven,10/17/2023,4,Ben hier goed en geduldig geholpenbij aanschaf van colbert. Mooie kleding en geweldige pasvorm.,nl,,Positive,Positive,,,,,
Netherlands,Eindhoven,9/4/2023,1,"Ik kom hier nooit meer terug ,de manager is een Racist! Zijn uitspraken zijn onaangepast! Erg jammer want ik was een goede klant van jullie!",nl,,Negative,,,,,,
Netherlands,Eindhoven,8/26/2023,1,"The staff was absolutely rude. I went here with my partner who needed to get a suit for his work. At first stuff was helpful and friendly, however before we knew it they took their jokes too far which was absolutely unacceptable. The way they treated their customer is absolutely ridiculous for the image of the brand that it’s trying to portray. The staff including the manager had disgusting treatment. I do not recommend this store, customer service is terrible!!!",en,Negative,Negative,,,Negative,,,
Netherlands,Eindhoven,8/26/2023,1,El trato al cliente por parte del sastre y el manager de la tienda era muy irrespetuoso y fuera de tono. La sastre era impaciente y muy irrespetuosa al igual que el manager que hacía comentarios fuera de tono como “We can make you CEO of our toilet” como forma de burla.,es,,Negative,,,,,,
Netherlands,Eindhoven,8/23/2023,5,Uitstekend geholpen.,nl,,Positive,,,,,,
Netherlands,Eindhoven,8/18/2023,5,"AMAZING LAURA!
I had such a nice and warm experience that i had to recommend this location and specially how Laura helped me in the full process. Outstanding!
Thank you very much! Its been a real pleasure!",en,,Positive,,,,,,Positive
Netherlands,Eindhoven,8/8/2023,4,"Goede service. Met kapotte sneakers terug gegaan, en netjes mijn geld terug gekregen. Dankjewel",nl,,Positive,,Positive,,,,
Netherlands,Eindhoven,7/30/2023,5,"Lovely staff and really supportive. If you want a BOSS item with a discount, take your chance you may get it ;) sometimes they are on sale",en,,Positive,,,,Positive,,
Netherlands,Eindhoven,7/28/2023,5,Geweldige service gehad in de winkel. Bij een kapotte riem die ik online had besteld hebben ze mij goed geholpen bij een oplossing. Hebben mijn 2 nieuwe kopstukken gegeven. Super service!,nl,Positive,Positive,,Positive,,,,
Netherlands,Eindhoven,7/17/2023,4,Beetje duur,nl,,,,,,Negative,,
Netherlands,Eindhoven,7/2/2023,5,Heel vriendelijk en behulpzaam personeel. Prachtige zomercollectie,nl,,Positive,Positive,,,,,
Netherlands,Eindhoven,6/21/2023,5,Mooie kleding,af,,,Positive,,,,,
Netherlands,Eindhoven,6/15/2023,5,Nice,ro,,,,,,,,Positive
Netherlands,Eindhoven,6/14/2023,1,"Vervelende ervaring daar !!
Kom je binnen vraagt een medewerker kan ik u helpen !!
Zeg ik kijk eerst even rond !! Zegt zij kijken zonder kopen zeker !!!
Daarna zeker 10 minuten moeten wachten om af te rekenen!!
En dat voor een toch wel  beetje luxere winkel san gemiddeld.
Kom hier zeker niet meer terug!!",nl,Negative,Negative,,,,,,
Netherlands,Eindhoven,6/13/2023,1,"1. Dramatisch klantencontact.
2. 3 shirtjes gekocht, 1 meteen 2 maten gekrompen nadat t in de zon hing. De andere 2 shirtjes besteld en nooit aangekomen, 9 dagen later geannuleerd en een dag later een mailtje gekregen dat ik het kan ophalen in jeanscentre. Pardon? Dus ik bestel iets bij jullie in de winkel, ik moet daarvoor een heel account aanmaken, en dan sturen jullie het zo op? Stelletje amateurs.

Toevoeging, na 2,5 week wacht ik nog steeds op men geld 😂",nl,,Negative,Negative,Negative,,,,
Netherlands,Eindhoven,5/1/2023,1,zeer opdringerig,nl,,Negative,,,,,,
Netherlands,Eindhoven,4/7/2023,5,Sehr gute und diskrete Beratung,de,,Positive,,,,,,
Netherlands,Groningen,6/22/2024,1,"Er werkt hier een dunne, lange, jonge man. Meest arrogante verkoper die ik ooit ben tegengekomen. Meneer heeft zo'n groot ego. Hij zou eens in de spiegel moeten kijken.",nl,,Negative,,,,,,
Netherlands,Groningen,5/20/2024,5,Hier word je altijd super goed en vooral eerlijk geholpen! Altijd goed advies,nl,,Positive,,,,,,
Netherlands,Groningen,3/9/2024,1,Ich lasse bei Boss jedes Jahr sehr viel Geld. Der Service ist schlecht.  Mitarbeiter unfreundlich und null hilfsbereit. Bis jetzt war  Deutschland und Holland Boss Stores immer sehr gut vom Service.  Diesen Laden sollte man aber schließen...  Oder dem Perosnal mal erklären wie man guten Kundenservice macht...einfach gaffen und quatschen  während der Kunde sich umschaut ist suf jeden Fall unterirdisch. Überlege nicht mehr zu Boss zu gehen und mir ne neue Marke zu suchen nach dieser Erfahrung.. sehr sehr sehr schade ...,de,,Negative,,,Negative,,,
Netherlands,Groningen,1/24/2024,3,Mooie winkel maar geen vriendelijk personeel. Niet behulpzaam en zelfs niet toen ze zag dat ik aan het passen was.,nl,Positive,Negative,,,,,,
Netherlands,Groningen,12/2/2023,5,"Hele vriendelijke en correcte service samen met stijlvolle kleding.
Kom er altijd even langs als ik in Groningen ben en het bevalt elke keer!",nl,,Positive,Positive,,,,,
Netherlands,Groningen,8/13/2023,3,"Top kwaliteit, mooi,luxe aanbod maar duur",af,,,Positive,,,Negative,,
Netherlands,Groningen,6/16/2023,5,Een goede Hugo boss store zoals je van Hugo boss gewend bent en mag verwachten. Hoge kwaliteit kleding met de toepasselijke service. Bij ontevredenheid staan ze voor je klaar 🤙🏼👍🏼,nl,Positive,Positive,Positive,,Positive,,,
Netherlands,Groningen,4/18/2023,5,Prachtig pak gekocht!,nl,,,Positive,,,,,
Netherlands,Groningen,2/7/2023,5,Really friendly and professional staff. I purchased a beautiful sweater as a gift and loved the detail that went into the wrapping.,en,,Positive,Positive,,,,,
Netherlands,Groningen,1/12/2023,5,Ich fahre extra jedes Jahr 2x aus Hamburg in diesen Store. Immer freundlich und hilfsbereit. In Hamburg werde ich in der Regel nicht bedient und oftmals arrogant behandelt. Muss wohl an mir liegen. Für mich ist der weite Weg es wert. Mein Lieblings-Hugo👍👍👍👍,de,Positive,Positive,,,,,,
Netherlands,Groningen,11/9/2022,5,Wederom een top ervaring. Wordt er altijd netjes geholpen en krijg persoonlijke kleding advies.,nl,,Positive,,,,,,Positive
Netherlands,Groningen,11/5/2022,4,Winkel met klasse,af,,Positive,,,,,,Positive
Netherlands,Groningen,9/25/2022,5,My store   goeie service 👍👍👍👍,af,Positive,Positive,,,,,,
Netherlands,Groningen,9/20/2022,1,Ich war dort  vor ein paar Tagen ich habe fast 1000 Euro da gelassen obwohl ich nur schauen wollte. Da arbeitet eine dunkelhaarige Frau und die ist so unverschämt und respektlos das ich diesen Laden nie wiede betreten werden. Wenn man schon so viel geld bezahlt dann sollte man auch freundlich sein gegenüber den Kunden,de,,Negative,,,,,,
Netherlands,Groningen,7/31/2022,5,Je wordt daar perfect geholpen en goed advies,nl,,Positive,,,,,,
Netherlands,Groningen,7/22/2022,1,"Opdringerige bewaker die ons voortdurend volgde door de winkel, ik kom hier zeker niet weer terug. Dit kost Boss klanten.",af,,Negative,,,,,,
Netherlands,Groningen,5/15/2022,5,We zijn voor een trouwpak gegaan voor mijn zoon. Wat een geweldig advies en service! Echt alle aandacht. Het was voor ons een feest en mijn zoon gaat in een prachtig pak trouwen. We gaan ons deze gelegenheid nog lang herinneren!,nl,,Positive,Positive,,,,,
Netherlands,Groningen,3/17/2022,4,"Goed geholpen met een mooie jas, wel een beetje duur, maar dan heb je wel goede kwaliteit.",nl,,Positive,Positive,,,Neutral,,
Netherlands,Groningen,3/12/2022,4,Very extreme expensive but it fit's.,en,,,Positive,,,Negative,,
Netherlands,Groningen,2/8/2022,4,Fijne service en ze hebben altijd tijd voor je.,nl,,Positive,,,,,,
Netherlands,Groningen,1/16/2022,5,Kwaliteit en duurzaam. Iets wat je niet in de prullebak gooit. Perfect fit. Past altijd. Maar je moet wel een normaal gewicht hebben. Stylevol en in principe niet duur. Maar duurzaam. Duurzaam. Goede materiaal.  Vele kortingen hugo boss.,nl,,,Positive,,,Positive,,
Netherlands,Groningen,12/8/2021,1,"Klantonvriendelijk garantiebeleid. Dure trui gekrompen na 1e wasbeurt volgens wasvoorschrift. Medewerkers schuiven filiaalhouder naar voren die direct mij verwijten maakt dat ik het wel fout gedaan zou hebben. Aan het product ligt het niet, na zogenaamd beraad met Duitsland. Mijn advies: koop HB producten online als je garantie wilt.",nl,,Negative,Negative,Negative,,,,
Netherlands,Groningen,8/20/2021,5,"Geweldig personeel. Ze luisteren, denken met je mee.",nl,,Positive,,,,,,
Netherlands,Groningen,7/27/2021,5,"Zoals elke Boss Store netjes geholpen.
Mooie ruime winkel",af,Positive,,,,,,,
Netherlands,Groningen,7/1/2021,5,Nice,ro,,,,,,,,Positive
